Loc,theta,z,ToA_S1,ToA_S2,ToA_S3,ToA_S4,ToA_S5,ToA_S6,ToA_S7,ToA_S8,Amplitude_S1,Amplitude_S2,Amplitude_S3,Amplitude_S4,Amplitude_S5,Amplitude_S6,Amplitude_S7,Amplitude_S8,SignalEnergy_S1,SignalEnergy_S2,SignalEnergy_S3,SignalEnergy_S4,SignalEnergy_S5,SignalEnergy_S6,SignalEnergy_S7,SignalEnergy_S8,Force_N,Impact_Type
1,0,7.5,0,6.05583190917969e-05,0.000136375427246094,0.000110149383544922,0.000188350677490234,0.000213623046875,0.000196456909179688,0.000179290771484375,-1,0.175159913491631,-0.166822593620646,-0.108684699513774,-0.144463992883895,0.178425757960051,-0.187849804794417,0.179382058040835,7.93057052402341e-05,1.9425917124853e-06,3.17617060549753e-06,1.7453104348498e-06,2.22198116547981e-06,2.91629437013087e-06,2.44133492295673e-06,2.25655522637671e-06,9.84418382656507,0
1,0,7.5,0,2.24113464355469e-05,8.0108642578125e-05,3.0517578125e-05,0.000149250030517578,0.000157833099365234,0.000162124633789062,0.000145435333251953,-1,0.133623236306536,-0.146406233043164,-0.0663394740327723,-0.125829405923553,0.16822256173088,-0.150429116856019,0.157899014321633,0.000194307756184077,3.19274272432378e-06,5.21693959863443e-06,1.97844443523484e-06,3.89748657890625e-06,5.1351739839876e-06,4.14074975273493e-06,3.85410812049903e-06,14.783217635175,0
1,0,7.5,0,7.48634338378906e-05,0.000102996826171875,7.82012939453125e-05,0.000147819519042969,0.000200271606445312,0.000235080718994141,0.000195503234863281,-1,0.15073581537673,-0.15208340907834,-0.0734863995389199,-0.129993201561964,0.175886520854652,-0.168831347214723,0.166375759943884,0.000133669230673174,2.52244751244769e-06,3.73143221544451e-06,1.43296937452216e-06,2.6903462790113e-06,3.53817488258792e-06,2.90222680626557e-06,2.58852734083244e-06,12.7672854683955,0
1,0,7.5,0,9.77516174316406e-05,4.67300415039062e-05,2.19345092773438e-05,0.000152111053466797,0.000180244445800781,0.000210285186767578,0.000153541564941406,-1,0.129026262878757,-0.155350152880908,0.0701169403397505,-0.141200929806977,0.175472420301178,-0.172839629349845,0.169793384188291,0.000126755042629681,1.87778415662772e-06,3.99864946295996e-06,1.68766945871772e-06,3.07214770639276e-06,3.74633814770459e-06,3.33230291315062e-06,2.88195369636197e-06,11.7593193850057,0
1,0,7.5,0,1.19209289550781e-05,3.71932983398438e-05,7.15255737304688e-05,0.000143527984619141,0.000136375427246094,0.000209331512451172,0.000134944915771484,-1,0.132200379329266,-0.148866796225531,-0.0673792859732374,-0.133388960454267,0.16789872049347,-0.163724632675247,0.1626288619492,0.000123568760332718,1.89110970558915e-06,3.78973587199516e-06,1.68036169386027e-06,2.75168967501548e-06,3.46474200716028e-06,3.01381936388009e-06,2.65888705164427e-06,11.5577261683277,0
1,0,7.5,0,3.95774841308594e-05,9.63211059570312e-05,4.48226928710938e-05,0.0001678466796875,0.000188350677490234,0.000225543975830078,0.000164031982421875,-1,0.144357111492556,-0.154755759465789,-0.0608042771892479,-0.140095938891275,0.184838198013459,-0.174424908278591,0.176107021107658,0.00015912780892913,3.10080340419558e-06,4.87919598827466e-06,1.73646502355082e-06,3.82833309383705e-06,4.9175181851301e-06,4.00989265512211e-06,3.64086287469255e-06,14.2792345934801,0
1,0,7.5,0,1.85966491699219e-05,3.38554382324219e-05,1.38282775878906e-05,8.86917114257812e-05,0.000170230865478516,0.000160694122314453,0.000143051147460938,-1,0.134300831123742,-0.148815816932654,-0.0630122769866066,-0.131746528782668,0.167030294045065,-0.159616275406877,0.161504322682133,0.000141358692488501,2.33526666409928e-06,4.25747467153005e-06,1.83739357220279e-06,3.12121440422615e-06,4.02310938420765e-06,3.3788085517648e-06,3.06923851500422e-06,12.6664888600565,0
1,0,7.5,0,2.19345092773438e-05,3.71932983398438e-05,2.6702880859375e-05,0.000144481658935547,0.000150680541992188,0.000166893005371094,0.000152587890625,-1,0.130137177538082,-0.146819992091335,-0.0634408106242077,-0.129377442309729,0.167264139282006,-0.153425682699583,0.159401797405043,0.000193545399222222,2.88004301552159e-06,5.06843647852604e-06,1.81790429657763e-06,3.8164564232036e-06,4.84939473412515e-06,4.06156171853721e-06,3.64062300282291e-06,14.4808278101581,0
1,0,7.5,0,3.52859497070312e-05,5.91278076171875e-05,3.09944152832031e-05,0.000155925750732422,0.000158786773681641,0.000174522399902344,0.000164985656738281,-1,0.125811808369999,-0.140536344779864,-0.0616015246034463,-0.125853155428241,0.161744523550828,-0.150087549465149,0.154644551875437,0.000173958832640974,2.60290258374143e-06,4.76296985010145e-06,1.92675016246912e-06,3.4928290811522e-06,4.53125348595178e-06,3.7718643134839e-06,3.45443295597523e-06,13.5736583351073,0
1,0,7.5,0,9.77516174316406e-05,0.000118732452392578,8.20159912109375e-05,0.000147819519042969,0.000194072723388672,0.000213623046875,0.000161647796630859,-1,0.132164534757399,-0.146843693094319,-0.066879246213338,-0.135432089838208,0.175560347374315,-0.166868337361704,0.169179858098266,0.000117983684965969,2.09183232871395e-06,4.11054963731187e-06,1.94102079294969e-06,2.99573094581187e-06,3.92188506189089e-06,3.27025411889007e-06,3.04136042901216e-06,11.5577261683277,0
