Loc,theta,z,ToA_S1,ToA_S2,ToA_S3,ToA_S4,ToA_S5,ToA_S6,ToA_S7,ToA_S8,Amplitude_S1,Amplitude_S2,Amplitude_S3,Amplitude_S4,Amplitude_S5,Amplitude_S6,Amplitude_S7,Amplitude_S8,SignalEnergy_S1,SignalEnergy_S2,SignalEnergy_S3,SignalEnergy_S4,SignalEnergy_S5,SignalEnergy_S6,SignalEnergy_S7,SignalEnergy_S8,Force_N,Impact_Type
6,0.785398163397448,7.5,2.62260437011719e-05,0,0.000133514404296875,0.000131607055664062,0.00018310546875,0.000163555145263672,0.000157833099365234,0.000154018402099609,1,0.668704453520401,-0.191006547600891,-0.221948804686298,0.0797904005514448,-0.0937546609213682,-0.0841998006782475,-0.103174163797054,4.90899567948628e-05,2.20435988449505e-05,1.53429058880713e-06,2.25637886526547e-06,4.50174196573411e-07,5.28387580703975e-07,6.05011253230526e-07,6.85622298505994e-07,11.7694385540248,0
6,0.785398163397448,7.5,4.29153442382812e-06,0,2.47955322265625e-05,2.76565551757812e-05,0.000171661376953125,8.29696655273438e-05,0.000150680541992188,0.000144004821777344,1,0.681831185800458,-0.194195442707782,-0.219779794968649,0.0883161275929534,-0.103151247577162,-0.0853836954278692,-0.108958853740984,6.41160780523576e-05,2.82957586845881e-05,1.95617022984017e-06,2.82736632609326e-06,6.67598861166487e-07,7.98107975749436e-07,8.67148547432337e-07,9.68178699793078e-07,12.7805395961993,0
6,0.785398163397448,7.5,0,1.19209289550781e-05,2.52723693847656e-05,2.52723693847656e-05,0.000169277191162109,8.34465026855469e-05,0.000141620635986328,0.000116825103759766,1,0.667773640027776,-0.193876518332674,-0.214694389114922,0.0840090097351418,-0.0901211224822752,-0.0792626289952665,-0.102663896840403,6.99855563406802e-05,2.97309452415641e-05,2.16374526837027e-06,3.01760885952489e-06,7.02597037986068e-07,7.47481170533435e-07,9.04966613005931e-07,9.49379797712297e-07,13.6905305341563,0
7,0.785398163397448,15,5.14984130859375e-05,0,7.2479248046875e-05,3.14712524414062e-05,0.000169754028320312,6.96182250976562e-05,0.000170707702636719,0.000126838684082031,1,0.862211470780986,-0.631989205647375,-0.614421117922077,0.281713871506278,-0.256630266427689,-0.30905367378457,-0.314208246425447,8.850698037293e-06,6.55297079086903e-06,2.77751014210751e-06,3.47413807709291e-06,8.76458200654267e-07,8.55575458304672e-07,1.20842858772733e-06,1.32654831765031e-06,11.9716587624597,0
7,0.785398163397448,15,5.43594360351562e-05,0,7.58171081542969e-05,3.4332275390625e-05,7.00950622558594e-05,0.000169754028320312,0.000174045562744141,0.000135898590087891,1,0.78260578186049,-0.633351434856072,-0.596159128485134,0.304312269525716,-0.258887440471748,-0.274178596665873,-0.295341051922393,7.57904812858327e-06,4.40978116983101e-06,2.15134486859483e-06,2.62183241099762e-06,7.27208774975249e-07,5.86753169544164e-07,8.9093478013148e-07,9.60510923921092e-07,10.6572274076329,0
7,0.785398163397448,15,9.5367431640625e-07,0,6.77108764648438e-05,3.14712524414062e-05,0.000125408172607422,7.15255737304688e-05,0.0001678466796875,0.000124931335449219,1,0.713883260603492,-0.600031809663548,-0.578793577309794,0.327242643127574,-0.239376291339284,-0.2478784593767,-0.28879453785364,1.08775042374046e-05,5.30771874302251e-06,3.0971903601676e-06,3.71547816144278e-06,1.19894627479256e-06,8.48179445740801e-07,1.36032595779573e-06,1.39335362666175e-06,12.7805395961993,0
7,0.785398163397448,15,4.72068786621094e-05,0,7.48634338378906e-05,3.09944152832031e-05,0.000127792358398438,6.43730163574219e-05,0.000171184539794922,0.000120162963867188,1,0.78365815472677,-0.575351022199542,-0.561031105081595,0.264984898672696,-0.237784046631553,-0.244049442799411,-0.263585188194241,1.18335295925629e-05,7.24093174914154e-06,3.07645853964457e-06,3.78674947535515e-06,9.69251774659312e-07,8.46028803553067e-07,1.23939121623582e-06,1.33538181849969e-06,13.0838699088517,0
8,0.785398163397448,22.5,2.57492065429688e-05,2.76565551757812e-05,0.000103950500488281,7.43865966796875e-05,6.77108764648438e-05,0,0.000102043151855469,8.392333984375e-05,0.771307219950167,0.762691739599267,-1,-0.957127868105067,0.954802328778661,0.725076584795983,-0.890544657356217,-0.804693492076822,1.33758900211116e-06,1.42930242432427e-06,2.28520329048889e-06,2.89695568860695e-06,2.04815011340495e-06,1.25328128432787e-06,2.04078922509874e-06,2.19052464042931e-06,12.1738789708946,0
8,0.785398163397448,22.5,0,9.5367431640625e-07,7.67707824707031e-05,4.10079956054688e-05,4.1961669921875e-05,4.29153442382812e-06,7.77244567871094e-05,8.0108642578125e-05,0.802760768772234,0.739950707098599,-1,-0.975370154723266,0.979331724559742,0.656303592957656,-0.854465403708698,-0.787224091292681,1.36449399142375e-06,1.21516900814268e-06,2.01459063859727e-06,2.57045701190736e-06,2.0113564404445e-06,9.6816360208455e-07,1.72263178166832e-06,1.90949419709083e-06,11.7694385540248,0
8,0.785398163397448,22.5,0,2.86102294921875e-06,8.20159912109375e-05,5.10215759277344e-05,4.38690185546875e-05,1.09672546386719e-05,8.20159912109375e-05,8.392333984375e-05,0.805858546637599,0.733920473792854,-1,-0.975242450172875,0.985770301948505,0.648785686854646,-0.843957229099056,-0.798448086861659,1.26187234879755e-06,1.04466903110928e-06,1.79526077409437e-06,2.34716961641897e-06,1.89504724577157e-06,8.89331141273629e-07,1.60297662209643e-06,1.81328912523175e-06,11.2638880329376,0
