Loc,theta,z,ToA_S1,ToA_S2,ToA_S3,ToA_S4,ToA_S5,ToA_S6,ToA_S7,ToA_S8,Amplitude_S1,Amplitude_S2,Amplitude_S3,Amplitude_S4,Amplitude_S5,Amplitude_S6,Amplitude_S7,Amplitude_S8,SignalEnergy_S1,SignalEnergy_S2,SignalEnergy_S3,SignalEnergy_S4,SignalEnergy_S5,SignalEnergy_S6,SignalEnergy_S7,SignalEnergy_S8,Force_N,Impact_Type
1,0,7.5,0,9.58442687988281e-05,0.000114917755126953,7.48634338378906e-05,0.000178337097167969,0.000235080718994141,0.000215053558349609,0.000222206115722656,-1,0.117948578648704,-0.0832317549318849,-0.0266654371683426,-0.0915968344515413,0.116695705704207,-0.0856515494024749,0.0931435872757938,0.000277188394489173,8.54301021270765e-06,1.53826896613897e-05,1.17136501437045e-05,1.17763994577065e-05,1.71807669138531e-05,1.31801956067685e-05,1.42865345932057e-05,20.1254378771409,0
1,0,7.5,0,7.62939453125e-05,0.000113964080810547,6.62803649902344e-05,0.000182628631591797,0.000230312347412109,0.000216960906982422,0.000211238861083984,-1,0.112892300043878,-0.082782643287047,-0.0230613653166897,-0.0923638902565086,0.119708592635729,-0.0841555255020873,0.0959712119022889,0.000181858957512532,3.50900548664605e-06,5.37739217967323e-06,3.18841757191459e-06,3.63073533413398e-06,6.11106233820685e-06,4.1864738700801e-06,4.79156815899794e-06,16.1943701519208,0
1,0,7.5,0,0.000112533569335938,0.00017547607421875,0.000138282775878906,0.000239849090576172,0.000384807586669922,0.000359535217285156,0.000313282012939453,-1,0.142927345099424,-0.0900461539678206,-0.0269387350950087,-0.111190862967303,0.145760245108854,-0.094565812513005,0.109952710492477,0.00013256893780093,3.24685442828188e-06,3.75459835157082e-06,1.84047860529996e-06,2.56203509818621e-06,4.33448676611089e-06,2.97743127371214e-06,3.21255706026102e-06,15.3879972852089,0
1,0,7.5,0,6.91413879394531e-05,0.000110149383544922,7.43865966796875e-05,0.000175952911376953,0.00022125244140625,0.000222206115722656,0.000224113464355469,-1,0.0967800889345716,-0.0767140128560376,-0.0207780597026596,-0.0824582885932093,0.102621193661291,-0.0781476055172188,0.0847024728598781,0.000278845108644246,5.5887064541368e-06,1.01569904061175e-05,7.17099421327089e-06,7.60748818328914e-06,1.14647969722629e-05,8.59346785760234e-06,9.34054874673878e-06,18.6134887520563,0
1,0,7.5,0,6.103515625e-05,0.000149726867675781,7.96318054199219e-05,0.000224113464355469,0.000202655792236328,0.00029754638671875,0.000216007232666016,-1,0.139969383491947,-0.0842342574348816,-0.0308910601853697,-0.0993274813800331,0.129587548580407,-0.0886651742878097,0.0962896366102537,0.000173115859080672,4.79398038041162e-06,6.00491510918002e-06,3.78197579262812e-06,4.24847397850925e-06,6.70077331424369e-06,4.83374440553113e-06,5.25098652309545e-06,17.0007430186326,0
1,0,7.5,0,6.38961791992188e-05,8.392333984375e-05,8.44001770019531e-05,0.000166893005371094,0.000186443328857422,0.000189781188964844,0.000197887420654297,-1,0.113664863312396,-0.0785411834934577,-0.029383865878095,-0.0867541173079981,0.108935332770648,-0.081489666764987,0.0863402983555952,0.000273781168498528,7.77066249280151e-06,1.33778049764895e-05,1.01512920117465e-05,1.01661032496322e-05,1.47655011076115e-05,1.13610645546592e-05,1.230596767969e-05,19.5206582271071,0
1,0,7.5,0,9.10758972167969e-05,0.000108242034912109,7.48634338378906e-05,0.000176906585693359,0.000226974487304688,0.000226974487304688,0.000203609466552734,-1,0.123215322990027,-0.083434034747559,-0.0249987413589581,-0.0950588829201526,0.121637839672052,-0.0874555208469204,0.097277817457021,0.00026573267624212,9.71594557009932e-06,1.77301039789215e-05,1.37900519117813e-05,1.3829841997732e-05,1.99425962107463e-05,1.53929947625396e-05,1.66382423815942e-05,20.3270310938189,0
1,0,7.5,0,8.96453857421875e-05,0.000254631042480469,8.24928283691406e-05,0.000219821929931641,0.000208377838134766,0.000207901000976562,0.000238895416259766,-1,0.121705239689969,-0.084535439975397,-0.0343638140278512,-0.0928082636318821,0.121538572540686,-0.086336894689477,0.0933941025156151,0.000119054956305504,1.81136310064183e-06,2.07951926653151e-06,8.21676058643753e-07,1.0537872324502e-06,1.95214124969261e-06,1.38183589786378e-06,1.3641503834311e-06,12.8680820767344,0
1,0,7.5,0,9.96589660644531e-05,0.000119209289550781,7.43865966796875e-05,0.000184535980224609,0.000220775604248047,0.000222682952880859,0.000224113464355469,-1,0.102564820771845,-0.0811969973780543,-0.0241802255674316,-0.085880837965654,0.106145733999358,-0.0806379356133398,0.086939585029112,0.000227642405120012,3.87863285642253e-06,6.26553091601392e-06,3.78080796172826e-06,4.33979185237174e-06,6.89091488823669e-06,5.0036432625932e-06,5.45278242175287e-06,17.1015396269716,0
1,0,7.5,0,9.39369201660156e-05,0.000113010406494141,7.34329223632812e-05,0.000181198120117188,0.000205039978027344,0.000231266021728516,0.000217437744140625,-1,0.12095058878464,-0.0825820322912332,-0.0277158280761549,-0.092741062213828,0.122274537538417,-0.0869137110732337,0.0988034843720762,0.00033540741601506,1.43220015743822e-05,2.96256533376917e-05,2.38726870176169e-05,2.30761424423057e-05,3.23944514170858e-05,2.56764832910816e-05,2.74070082718972e-05,22.0405734355815,0
